# Generated from Météo-France radar-tables-decodage-20250515.zip
# code|abbreviation|type|name|unit|scale|reference|width|crex_unit|crex_scale|crex_width
002199|meteoFranceLocal002199|double|CONSTANTE RADAR|dB|1|-1000|16|NA|0|0
002200|meteoFranceLocal002200|table|INDICATEUR DE FONCTIONNEMENT DE L ELIMINATEUR ECHOS FIXES|CODE TABLE|0|0|2|NA|0|0
002201|meteoFranceLocal002201|table|INDICATOR FOR METHOD OF CALCULATION OF SPECTRAL DATA|CODE TABLE|0|0|4|NA|0|0
002202|meteoFranceLocal002202|table|INDICATOR FOR TYPE OF PLATFORM|CODE TABLE|0|0|3|NA|0|0
002203|meteoFranceLocal002203|table|WAVE MEASUREMENT INSTRUMENTATION|CODE TABLE|0|0|2|NA|0|0
002204|meteoFranceLocal002204|table|INDICATEUR DES UNITES DE VITESSE DU VENT ET DU TYPE D'INSTRUMENTS UTILISES|CODE TABLE|0|0|3|NA|0|0
002205|meteoFranceLocal002205|table|TYPE DE RADAR|CODE TABLE|0|0|8|NA|0|0
002206|meteoFranceLocal002206|table|INDICATEUR DE POSITIONNEMENT EN SITE INHIBE|CODE TABLE|0|0|2|NA|0|0
002207|meteoFranceLocal002207|table|SENS DE BALAYAGE EN AZIMUT|CODE TABLE|0|0|2|NA|0|0
002210|meteoFranceLocal002210|long|TYPE DE SITE (POUR LES SYNOR)|NUMERIC|0|0|6|NA|0|0
002211|meteoFranceLocal002211|long|TEMPS DE BON FONCTIONNEMENT DE LA STATION|HEURE|0|0|8|NA|0|0
002212|meteoFranceLocal002212|long|TEMPS DE BON FONCTIONNEMENT DE LA STATION|MINUTE|0|0|8|NA|0|0
002213|meteoFranceLocal002213|long|PRECISION DE MESURE DE TEMPERA  TURE AMDAR|K|0|0|2|NA|0|0
002214|meteoFranceLocal002214|long|RENSEIGNEMENTS SUR L'ETAT DE    FONCTIONNEMENT DE LA BOUEE|NUMERIC|0|0|14|NA|0|0
002215|meteoFranceLocal002215|table|INDICATEUR DU TYPE D'ANCRE FLOT TANTE|CODE TABLE|0|0|1|NA|0|0
002216|meteoFranceLocal002216|double|RESOLUTION DU PLUVIOMETRE|m|4|0|3|NA|0|0
004192|meteoFranceLocal004192|long|PERIODE A LAQUELLE SE RAPPORTE  LA VALEUR SUIVANTE|MINUTE|0|0|8|NA|0|0
004193|meteoFranceLocal004193|long|HEURE EFFECTIVE DU LANCEMENT DE LA RADIOSONDE|HOUR|0|0|5|NA|0|0
004194|meteoFranceLocal004194|long|MINUTES EFFECTIVES DU LANCEMENT DE LA RADIOSONDE|MINUTES|0|0|6|NA|0|0
004195|meteoFranceLocal004195|long|NOMBRE D'HEURES ECOULEES ENTRE  L'HEURE D'OBSERVATION GGGG ET   L'HEURE A LAQUELLE SE REFERE LA DERNIERE POSITION|HEURE|0|0|4|NA|0|0
004196|meteoFranceLocal004196|table|DUREE DES PHENOMENES|CODE TABLE|0|0|7|NA|0|0
004197|meteoFranceLocal004197|long|PERIODE DE REFERENCE POUR LES CUMULS ET EXTREMUMS|MINUTE|0|-1440|12|NA|0|0
004198|meteoFranceLocal004198|long|DUREE PENDANT LAQUELLE L'HUMIDITE EST >= 80%|MINUTE|0|0|11|NA|0|0
004199|meteoFranceLocal004199|long|DUREE PENDANT LAQUELLE L'HUMIDITE EST <= 40%|MINUTE|0|0|11|NA|0|0
004200|meteoFranceLocal004200|long|DUREE DE GEL SOUS ABRI|MINUTE|0|0|11|NA|0|0
004201|meteoFranceLocal004201|table|PERIODE D'OBSERVATION|CODE TABLE|0|0|3|NA|0|0
005192|meteoFranceLocal005192|long|DISTANCE OUEST-EST DU COIN NORD-OUEST DE L'IMAGE AU RADAR|m|0|-1024000|24|NA|0|0
005193|meteoFranceLocal005193|long|DISTANCE W-E SUR LE PLAN DE PROJECTION DU COIN NW DE L'IMAGE|m|0|-1024000|24|NA|0|0
005194|meteoFranceLocal005194|table|INDICATEUR DU CENTRE DE PROJECTION|Code table|0|0|8|NA|0|0
005195|meteoFranceLocal005195|double|LATITUDE DE REFERENCE|Degree|5|-9000000|25|NA|0|0
005196|meteoFranceLocal005196|double|INCREMENT DE L'AZIMUT ENTRE CHAQUE TIR DE L'IMAGE POLAIRE|Degree|2|0|10|NA|0|0
005197|meteoFranceLocal005197|double|INCREMENT DE L'AZIMUT ENTRE CHAQUE TIR DE L'IMAGE POLAIRE AVANT INTERPOLATION|Degree|2|0|10|NA|0|0
005217|meteoFranceLocal005217|double|X-LOCATION FROM EARTH'S CENTRE IN DIRECTION 0 EST|m|2|-1073741824|31|NA|0|0
005232|meteoFranceLocal005232|double|DIRECTION (SPECTRAL)|Degree|0|0|12|NA|0|0
006192|meteoFranceLocal006192|long|DISTANCE NORD-SUD DU COIN NORD-OUEST DE L'IMAGE AU RADAR|m|0|-1024000|24|NA|0|0
006193|meteoFranceLocal006193|long|DISTANCE D APPLICATION DE LA CORRECTION EN 1/R2|m|-3|0|16|NA|0|0
006194|meteoFranceLocal006194|long|PORTEE DE DEBUT DE TRAITEMENT D'UN SITE|m|-3|0|16|NA|0|0
006195|meteoFranceLocal006195|long|PORTEE DE FIN DE TRAITEMENT D'UN SITE|m|-3|0|16|NA|0|0
006196|meteoFranceLocal006196|long|DISTANCE OBLIQUE MAXIMAL D'UTILISATION DES DONNEES|m|-3|0|16|NA|0|0
006197|meteoFranceLocal006197|long|DISTANCE NS SUR LE PLAN DE PROJECTION DU COIN NW DE L'IMAGE|m|0|-1024000|24|NA|0|0
006198|meteoFranceLocal006198|double|LONGITUDE DU MERIDIEN PARALLELE A L'AXE DES Y|Degree|5|-18000000|26|NA|0|0
006199|meteoFranceLocal006199|long|PORTEE HYDROLOGIQUE UTILE|m|-3|0|10|NA|0|0
006217|meteoFranceLocal006217|double|Y-LOCATION FROM EARTH'S CENTRE IN DIRECTION 90 EST|m|2|-1073741824|31|NA|0|0
006232|meteoFranceLocal006232|double|WAVENUMBER (SPECTRAL)|Rads/m|5|0|13|NA|0|0
007192|meteoFranceLocal007192|double|HAUTEUR AU DESSUS DU SOL|M|2|0|15|NA|0|0
007193|meteoFranceLocal007193|double|BRIGHTNESS TEMPERATURE|K|1|0|12|NA|0|0
007217|meteoFranceLocal007217|double|Z-LOCATION FROM EARTH'S CENTRE IN DIRECTION NORTH POLE|m|2|-1073741824|31|NA|0|0
008192|meteoFranceLocal008192|table|INDICATEUR DE CHANGEMENT D'UNE PREVISION DE TYPE "TENDANCE" OU D'UNE PREVISION D'AERODROME|CODE TABLE|0|0|4|NA|0|0
008193|meteoFranceLocal008193|table|PHASE OF THE LIFE CYCLE OF THE CLOUD SYSTEM|CODE TABLE|0|0|5|NA|0|0
008194|meteoFranceLocal008194|flag|CARACTERISTIQUE DE L'ALERTE|FLAG TABLE|0|0|23|NA|0|0
008195|meteoFranceLocal008195|table|CARACTERISTIQUE DE LA DONNEE QUI SUIT|CODE TABLE|0|0|2|NA|0|0
008200|meteoFranceLocal008200|table|NATURE (CONVECTIVE OR NOT) OF THE CLOUD SYSTEM|CODE TABLE|0|0|2|NA|0|0
008201|meteoFranceLocal008201|table|QUALITATIVE VALUE|CODE TABLE|0|0|3|NA|0|0
008202|meteoFranceLocal008202|table|TYPE DE PREVISION|CODE TABLE|0|0|5|NA|0|0
008203|meteoFranceLocal008203|table|CARACTERISTIQUE TEMPORELLE MF|CODE TABLE|0|0|5|NA|0|0
008204|meteoFranceLocal008204|table|CARACTERISTIQUE METEOROLOGIQUE MF|CODE TABLE|0|0|5|NA|0|0
010192|meteoFranceLocal010192|long|PRESSION MINIMUM REDUITE AU NIVEAU DE LA MER|Pa|-1|0|14|NA|0|0
010193|meteoFranceLocal010193|long|PRESSION MAXIMUM REDUITE AU NIVEAU DE LA MER|Pa|-1|0|14|NA|0|0
011195|meteoFranceLocal011195|long|FORCE MAXI DU VENT PENDANT W1W2|BEAUFORT|0|0|4|NA|0|0
011196|meteoFranceLocal011196|long|DIRECTION D'OU SOUFFLE LE VENT  EN ALTITUDE|DEGRE VRAI|0|0|9|NA|0|0
011197|meteoFranceLocal011197|double|VITESSE DU VENT EN ALTITUDE|M/S|1|0|12|NA|0|0
011198|meteoFranceLocal011198|double|DIRECTION DU VENT MAXIMAL INSTANTANE|Degree|0|0|9|NA|0|0
011199|meteoFranceLocal011199|double|VITESSE DU VENT MAXIMAL INSTANTANE|M/S|1|0|12|NA|0|0
011200|meteoFranceLocal011200|double|DIRECTION ASSOCIEE A LA VITESSE QUI SUIT|Degree|0|0|9|NA|0|0
011201|meteoFranceLocal011201|double|VITESSE MAXIMALE DU VENT INSTANTANE SUR 10MN|M/S|1|0|12|NA|0|0
011202|meteoFranceLocal011202|double|VITESSE MAXIMALE DU VENT INSTANTANE SUR 24 HEURES|M/S|1|0|12|NA|0|0
011203|meteoFranceLocal011203|double|VITESSE DU VENT A 2M|M/S|1|0|12|NA|0|0
012192|meteoFranceLocal012192|double|TEMPERATURE/DRY-BULB TEMPERATURE|K|2|0|16|NA|0|0
012193|meteoFranceLocal012193|double|WET-BULB TEMPERATURE|K|2|0|16|NA|0|0
012194|meteoFranceLocal012194|double|DEW-POINT TEMPERATURE|K|2|0|16|NA|0|0
012195|meteoFranceLocal012195|double|DRY-BULB TEMPERATURE AT 2M|K|2|0|16|NA|0|0
012196|meteoFranceLocal012196|double|WET-BULB TEMPERATURE AT 2M|K|2|0|16|NA|0|0
012197|meteoFranceLocal012197|double|DEW-POINT TEMPERATURE AT 2M|K|2|0|16|NA|0|0
012198|meteoFranceLocal012198|double|VIRTUAL TEMPERATURE|K|2|0|16|NA|0|0
012202|meteoFranceLocal012202|double|MAXIMUM TEMPERATURE,AT HEIGHT AND OVER PERIOD SPECIFIED|K|2|0|16|NA|0|0
012203|meteoFranceLocal012203|double|MINIMUM TEMPERATURE,AT HEIGHT AND OVER PERIOD SPECIFIED|K|2|0|15|NA|0|0
012204|meteoFranceLocal012204|double|GROUND MINIMUM TEMPERATURE, PAST 12 HOURS|K|2|0|15|NA|0|0
012205|meteoFranceLocal012205|double|MAXIMUM TEMPERATURE AT 2M, PAST 12 HOURS|K|2|0|16|NA|0|0
012206|meteoFranceLocal012206|double|MINIMUM TEMPERATURE AT 2M, PAST 12 HOURS|K|2|0|15|NA|0|0
012207|meteoFranceLocal012207|double|MAXIMUM TEMPERATURE AT 2M, PAST 24 HOURS|K|2|0|16|NA|0|0
012208|meteoFranceLocal012208|double|MINIMUM TEMPERATURE AT 2M, PAST 24 HOURS|K|2|0|15|NA|0|0
012209|meteoFranceLocal012209|double|TEMPERATURE NON SPECIFIEE (VOIE 1)|K|2|0|16|NA|0|0
012210|meteoFranceLocal012210|double|TEMPERATURE NON SPECIFIEE (VOIE 2)|K|2|0|16|NA|0|0
012221|meteoFranceLocal012221|double|MINIMUM SOIL TEMPERATURE|K|2|0|16|NA|0|0
012222|meteoFranceLocal012222|double|TEMPERATURE DE LA SURFACE DE LA  NEIGE|K|2|0|15|NA|0|0
012223|meteoFranceLocal012223|double|TEMPERATURE DE L'AIR MAXIMALE|K|2|0|16|NA|0|0
012224|meteoFranceLocal012224|double|TEMPERATURE DE L'AIR MINIMALE|K|2|0|16|NA|0|0
012225|meteoFranceLocal012225|double|TEMPERATURE DE L'AIR A -10CM|K|2|0|16|NA|0|0
012226|meteoFranceLocal012226|double|TEMPERATURE DE L'AIR A -20CM|K|2|0|16|NA|0|0
012227|meteoFranceLocal012227|double|TEMPERATURE DE L'AIR A -50CM|K|2|0|16|NA|0|0
012228|meteoFranceLocal012228|double|TEMPERATURE DE L'AIR A -100CM|K|2|0|16|NA|0|0
012229|meteoFranceLocal012229|double|TEMPERATURE MINIMALE A 50CM|K|2|0|16|NA|0|0
012230|meteoFranceLocal012230|double|TEMPERATURE MINIMALE A 10CM|K|2|0|16|NA|0|0
012231|meteoFranceLocal012231|double|LARGEUR DE L'INTERVALLE TMIN|NUMERIC|1|0|9|NA|0|0
012232|meteoFranceLocal012232|double|LARGEUR DE L'INTERVALLE TMAX|NUMERIC|1|0|9|NA|0|0
012250|meteoFranceLocal012250|double|COOLING RATE OF THE CLOUD SYSTEM|K/S|4|-1024|11|NA|0|0
012252|meteoFranceLocal012252|double|SKIN TEMPERATURE|K|2|0|16|NA|0|0
012253|meteoFranceLocal012253|double|EQUIVALENT BLACK BODY TEMPERATURE|K|2|0|16|NA|0|0
013192|meteoFranceLocal013192|table|PRECIPITATIONS CODE TR|Code table|0|0|4|NA|0|0
013193|meteoFranceLocal013193|double|CUMUL DE PRECIPITATION SUR 6 MN|Kg/M**2|1|-1|14|NA|0|0
013194|meteoFranceLocal013194|double|QUANTITE TOTALE DE PRECIPITATION AU COURS D'UNE CERTAINE PERIODE|Kg/M**2|1|-1|14|NA|0|0
013195|meteoFranceLocal013195|double|HAUTEUR TOTALE DE LA COUCHE DE  NEIGE AU SOL AU POINT DE MESURE D'ALTITUDE|M|2|-2|16|NA|0|0
013196|meteoFranceLocal013196|double|EPAISSEUR DE LA NEIGE FRAICHE   TOMBEE EN ALTITUDE|M|2|-2|12|NA|0|0
013197|meteoFranceLocal013197|double|TENEUR EN EAU LIQUIDE VOLUMIQUE DE LA NEIGE|%|1|0|7|NA|0|0
013198|meteoFranceLocal013198|long|MASSE VOLUMIQUE DE LA NEIGE|KG/M**3|0|0|9|NA|0|0
013199|meteoFranceLocal013199|double|DEPOT DE VERGLAS|Kg/M**2|1|0|12|NA|0|0
013200|meteoFranceLocal013200|double|DEPOT DE GIVRE|Kg/M**2|1|0|12|NA|0|0
013201|meteoFranceLocal013201|long|HUMIDITE RELATIVE MINIMALE|%|0|0|7|NA|0|0
013202|meteoFranceLocal013202|long|HUMIDITE RELATIVE MAXIMALE|%|0|0|7|NA|0|0
013204|meteoFranceLocal013204|double|HAUTEUR MAXIMALE DE NEIGE AU SOL MESUREE OU ESTIMEE|M|2|-2|12|NA|0|0
013209|meteoFranceLocal013209|long|POURCENTAGE DE NEIGE DANS LES PRECIPITATIONS|%|0|0|7|NA|0|0
014192|meteoFranceLocal014192|long|INSOLATION HORAIRE|MINUTES|0|0|6|NA|0|0
014193|meteoFranceLocal014193|long|INSOLATION SUR LA PERIODE DEFINIE|MINUTES|0|0|11|NA|0|0
014194|meteoFranceLocal014194|long|RAYONNEMENT GLOBAL (TRES PRECIS) INTEGRE SUR UNE PERIODE DETERMINEE|J/m**2|-2|0|16|NA|0|0
014195|meteoFranceLocal014195|long|RAYONNEMENT DIFFUS (TRES PRECIS) INTEGRE SUR UNE PERIODE DETERMINEE|J/m**2|-2|0|16|NA|0|0
014196|meteoFranceLocal014196|long|RAYONNEMENT DIRECT (TRES PRECIS) INTEGRE SUR UNE PERIODE DETERMINEE|J/m**2|-2|0|16|NA|0|0
014197|meteoFranceLocal014197|long|RAYONNEMENT INFRA ROUGE (TRES PRECIS) INTEGRE SUR UNE PERIODE DETERMINEE|J/m**2|-2|0|16|NA|0|0
015202|meteoFranceLocal015202|double|LOG OF ELECTRON DENSITY|LOG M**-2|3|13000|12|NA|0|0
016193|meteoFranceLocal016193|long|NUMBER OF NEGATIVE CLOUD-TO-GROUND LIGHTNING FLASHES|Numeric|0|0|16|NA|0|0
016194|meteoFranceLocal016194|long|NUMBER OF POSITIVE CLOUD-TO-GROUND LIGHTNING FLASHES|Numeric|0|0|16|NA|0|0
016195|meteoFranceLocal016195|long|NUMBER OF INTRACLOUD LIGHTNING FLASHES|Numeric|0|0|16|NA|0|0
019191|meteoFranceLocal019191|long|LENGTH OF THE GREAT AXIS OF THE FITTING ELLIPSE OF THE CLOUD SYSTEM|M|-3|0|25|NA|0|0
019192|meteoFranceLocal019192|long|LENGTH OF THE SMALL AXIS OF THE FITTING ELLIPSE OF THE CLOUD SYSTEM|M|-3|0|25|NA|0|0
019193|meteoFranceLocal019193|long|ANGLE OF THE FITTING ELLIPSE OF THE CLOUD SYSTEM|Degree true|0|0|9|NA|0|0
019194|meteoFranceLocal019194|long|AREA OF THE CLOUD SYSTEM AT THIS BRIGHTNESS TEMPERATURE THRESHOLD|M**2|-6|0|28|NA|0|0
019200|meteoFranceLocal019200|double|AREA EXPANSION RATE OF THE CLOUD SYSTEM|S-1|5|-1048576|21|NA|0|0
020192|meteoFranceLocal020192|table|CLASSE DE NEBULOSITE SYMPO|CODE TABLE|0|0|3|NA|0|0
020193|meteoFranceLocal020193|long|VISIBILITE VERS LA MER A PARTIR D'UNE STATION COTIERE|M|-1|0|13|NA|0|0
020194|meteoFranceLocal020194|table|ETAT DE LA NEIGE|CODE TABLE|0|0|4|NA|0|0
020195|meteoFranceLocal020195|double|PROFONDEUR DE PENETRATION DE LA SONDE DE BATTAGE|M|2|0|7|NA|0|0
020196|meteoFranceLocal020196|table|NUAGES DANS LA VALLEE|CODE TABLE|0|0|4|NA|0|0
020197|meteoFranceLocal020197|table|CHASSE-NEIGE EN ALTITUDE|CODE TABLE|0|0|4|NA|0|0
020198|meteoFranceLocal020198|table|DESCRIPTION AVALANCHES OBSERVEES|CODE TABLE|0|0|4|NA|0|0
020199|meteoFranceLocal020199|table|GENRE D'AVALANCHES|CODE TABLE|0|0|4|NA|0|0
020200|meteoFranceLocal020200|table|ALTITUDE DEPART DE L'AVALANCHE|CODE TABLE|0|0|4|NA|0|0
020201|meteoFranceLocal020201|table|EXPOSITION DE L'AVALANCHE|CODE TABLE|0|0|4|NA|0|0
020202|meteoFranceLocal020202|table|ESTIMATION DU RISQUE D'AVALANCHE|CODE TABLE|0|0|4|NA|0|0
020203|meteoFranceLocal020203|table|TYPE DES GRAINS DE SURFACE PREDOMINANT DANS LA COUCHE|CODE TABLE|0|0|4|NA|0|0
020204|meteoFranceLocal020204|table|TYPE DES GRAINS DE SURFACE LES  PLUS NOMBREUX APRES LES GRAINS  PREDOMINANTS|CODE TABLE|0|0|4|NA|0|0
020205|meteoFranceLocal020205|double|DIAMETRE MOYEN DES GRAINS|M|4|0|7|NA|0|0
020206|meteoFranceLocal020206|table|INDICATEUR D'HOMOGENEITE DE LA  COUCHE|CODE TABLE|0|0|2|NA|0|0
020207|meteoFranceLocal020207|table|EPAISSEUR DE LA COUCHE|CODE TABLE|0|0|4|NA|0|0
020209|meteoFranceLocal020209|table|CLASSES DE NEBULOSITE POUR APPROCHE|CODE TABLE|0|0|3|NA|0|0
020210|meteoFranceLocal020210|flag|OCCURENCE DE PHENOMENE|FLAG TABLE|0|0|16|NA|0|0
020211|meteoFranceLocal020211|table|NEBULOSITE MAXIMALE >4/8 POUR UNE HAUTEUR < 300M|CODE TABLE|0|0|4|NA|0|0
020212|meteoFranceLocal020212|long|HAUTEUR < 300M DE LA BASE DES NUAGES POUR UNE NEBUL>4|M|-1|-40|7|NA|0|0
020215|meteoFranceLocal020215|table|INDICATEUR DE GRAIN|CODE TABLE|0|0|2|NA|0|0
020220|meteoFranceLocal020220|table|W1 (TEMPS PRESENT SYMPO)|CODE TABLE|0|0|6|NA|0|0
020221|meteoFranceLocal020221|table|W2 (W1 SYMPO SIMPLIFIE)|CODE TABLE|0|0|5|NA|0|0
020222|meteoFranceLocal020222|table|TEMPS SENSIBLE|CODE TABLE|0|0|6|NA|0|0
020223|meteoFranceLocal020223|double|ETENDUE DE LA COUCHE NUAGEUSE EN OCTAS|NUMERIC|1|0|7|NA|0|0
021192|meteoFranceLocal021192|double|RADAR BACK SCATTER|dB|2|-5000|13|NA|0|0
021193|meteoFranceLocal021193|long|NOISE FIGURE|%|0|0|7|NA|0|0
021194|meteoFranceLocal021194|long|BACKGROUND NOISE LEVEL|NUMERIC|0|0|8|NA|0|0
021195|meteoFranceLocal021195|long|MISSING PACKET COUNTER|NUMERIC|0|-127|8|NA|0|0
021196|meteoFranceLocal021196|flag|UWA PRODUCT CONFIDENCE|Flag table|0|0|12|NA|0|0
021197|meteoFranceLocal021197|flag|UWI PRODUCT CONFIDENCE|Flag table|0|0|12|NA|0|0
021198|meteoFranceLocal021198|flag|URA PRODUCT CONFIDENCE|Flag table|0|0|8|NA|0|0
021199|meteoFranceLocal021199|flag|UAT QUALITY ANALYSIS TESTS|Flag table|0|0|7|NA|0|0
021201|meteoFranceLocal021201|long|PEAKINESS|NUMERIC|0|0|16|NA|0|0
021202|meteoFranceLocal021202|flag|ALTIMETER CALIBRATION STATUS|Flag table|0|0|4|NA|0|0
021203|meteoFranceLocal021203|flag|ALTIMETER INSTRUMENT MODE|Flag table|0|0|9|NA|0|0
021204|meteoFranceLocal021204|double|MULTI/SINGLE VIEW DIFFERENCE|K|2|-512|10|NA|0|0
021205|meteoFranceLocal021205|long|SPECTRAL INTENSITY|NUMERIC|0|0|8|NA|0|0
021206|meteoFranceLocal021206|table|REPRESENTATION OF INTENSITY|CODE TABLE|0|0|3|NA|0|0
021207|meteoFranceLocal021207|double|ALTITUDE CORRECTION (IONOSPHERE)|m|3|0|14|NA|0|0
021208|meteoFranceLocal021208|double|ALTITUDE CORRECTION (DRY TROPOSPHERE)|m|3|0|9|NA|0|0
021209|meteoFranceLocal021209|double|ALTITUDE CORRECTION (WET TROPOSPHERE)|m|3|2000|10|NA|0|0
021210|meteoFranceLocal021210|double|ALTITUDE CORRECTION (CALIBRATION CONSTANT)|m|3|0|11|NA|0|0
021211|meteoFranceLocal021211|double|OPEN LOOP CORRECTION (HTL)|m|3|0|10|NA|0|0
021212|meteoFranceLocal021212|double|OPEN LOOP CORRECTION (AGC)|dB|3|-3000|14|NA|0|0
021214|meteoFranceLocal021214|table|UAT QUALITY SUMMARY|CODE TABLE|0|0|3|NA|0|0
021215|meteoFranceLocal021215|long|UAT ACROSS-TRACK BAND NUMBER|NUMERIC|0|0|4|NA|0|0
021216|meteoFranceLocal021216|double|REFLECTIVITE POUR LA VALEUR DU PIXEL|dBZ|1|0|16|NA|0|0
021217|meteoFranceLocal021217|double|REFLECTIVITE THEORIQUE|dBZ|1|0|16|NA|0|0
021218|meteoFranceLocal021218|double|REFLECTIVITE MESUREE|dBZ|1|0|16|NA|0|0
021222|meteoFranceLocal021222|double|DOPPLER SPECTRUM 0 TH MOMENT (AMPLITUDE)|dB|0|0|7|NA|0|0
021225|meteoFranceLocal021225|flag|PRESCAT PRODUCT CONFIDENCE|Flag table|0|0|10|NA|0|0
021226|meteoFranceLocal021226|long|POURCENTAGE DE MASQUE|%|0|0|7|NA|0|0
021229|meteoFranceLocal021229|double|PNP|Numeric|4|0|14|NA|0|0
022192|meteoFranceLocal022192|table|STATE OF THE SEA|Code table|0|0|4|NA|0|0
022200|meteoFranceLocal022200|double|SIGNIFICANT WAVE HEIGHT (NOTE 1)|M|2|0|13|NA|0|0
022201|meteoFranceLocal022201|double|SPECTRAL PEAK PERIOD|S|1|0|9|NA|0|0
022202|meteoFranceLocal022202|long|SPECTRAL PEAK WAVE LENGTH|M|0|0|13|NA|0|0
022203|meteoFranceLocal022203|double|MAXIMUM WAVE HEIGHT|M|2|0|13|NA|0|0
022204|meteoFranceLocal022204|double|AVERAGE WAVE PERIOD|S|1|0|9|NA|0|0
022205|meteoFranceLocal022205|long|AVERAGE WAVE LENGTH|M|0|0|12|NA|0|0
022206|meteoFranceLocal022206|long|DIRECTION OF DOMINANT WAVE (NOTE 2)|DEGREE TRUE|0|0|9|NA|0|0
022207|meteoFranceLocal022207|long|DIRECTIONNAL SPREAD OF DOMINANT WAVE (NOTE 2)|DEGREE TRUE|0|0|8|NA|0|0
022210|meteoFranceLocal022210|long|DURATION OF WAVE RECORD|S|0|0|12|NA|0|0
022211|meteoFranceLocal022211|long|LENGTH OF WAVE RECORD|M|0|0|16|NA|0|0
022212|meteoFranceLocal022212|double|WAVEBAND CENTRAL FREQUENCY|HZ|3|0|10|NA|0|0
022213|meteoFranceLocal022213|double|WAVEBAND CENTRAL WAVE NUMBER|1/M|5|0|13|NA|0|0
022214|meteoFranceLocal022214|double|MAXIMUM NON-DIRECTIONAL SPECTRAL DENSITY FREQUENCY|M**2/HZ|2|0|20|NA|0|0
022215|meteoFranceLocal022215|double|MAXIMUM NON-DIRECTIONAL SPECTRAL DENSITY WAVE NUMBER|M**3|2|0|20|NA|0|0
022216|meteoFranceLocal022216|long|NUMBER OF THE BAND IN WHICH THE MAXIMUM NON-DIRECTIONAL SPECTRAL DENSITY LIES|NUMERIC|0|0|7|NA|0|0
022217|meteoFranceLocal022217|long|SPECTRAL DENSITY RATIO|NUMERIC|0|0|7|NA|0|0
022218|meteoFranceLocal022218|long|MEAN DIRECTION FROM WHICH WAVES ARE COMING|DEGREE TRUE|0|0|9|NA|0|0
022219|meteoFranceLocal022219|long|PRINCIPAL DIRECTION FROM WHICH WAVES ARE COMING (NOTE 3)|DEGREE TRUE|0|0|9|NA|0|0
